ID,Date,Consumption
797,2023-07-27 00:00:00 -> 2023-07-27 23:55:00,125.00
798,2023-07-28 00:00:00 -> 2023-07-28 23:55:00,123.00
799,2023-07-29 00:00:00 -> 2023-07-29 23:55:00,130.00
800,2023-07-30 00:00:00 -> 2023-07-30 23:55:00,123.00
801,2023-07-31 00:00:00 -> 2023-07-31 23:55:00,121.00
802,2023-08-01 00:00:00 -> 2023-08-01 23:55:00,121.00
803,2023-08-02 00:00:00 -> 2023-08-02 23:55:00,122.00
804,2023-08-03 00:00:00 -> 2023-08-03 23:55:00,118.00
805,2023-08-04 00:00:00 -> 2023-08-04 23:55:00,78.00
806,2023-08-05 00:00:00 -> 2023-08-05 23:55:00,87.00
807,2023-08-06 00:00:00 -> 2023-08-06 23:55:00,136.00
808,2023-08-07 00:00:00 -> 2023-08-07 23:55:00,136.00
809,2023-08-08 00:00:00 -> 2023-08-08 23:55:00,125.00
810,2023-08-09 00:00:00 -> 2023-08-09 23:55:00,137.00
811,2023-08-10 00:00:00 -> 2023-08-10 23:55:00,134.00
812,2023-08-11 00:00:00 -> 2023-08-11 23:55:00,130.00
813,2023-08-12 00:00:00 -> 2023-08-12 23:55:00,134.00
814,2023-08-13 00:00:00 -> 2023-08-13 23:55:00,134.00
815,2023-08-14 00:00:00 -> 2023-08-14 23:55:00,132.00
816,2023-08-15 00:00:00 -> 2023-08-15 23:55:00,129.00
817,2023-08-16 00:00:00 -> 2023-08-16 23:55:00,122.00
818,2023-08-17 00:00:00 -> 2023-08-17 23:55:00,124.00
819,2023-08-18 00:00:00 -> 2023-08-18 23:55:00,88.00
820,2023-08-19 00:00:00 -> 2023-08-19 23:55:00,123.00
821,2023-08-20 00:00:00 -> 2023-08-20 23:55:00,114.00
822,2023-08-21 00:00:00 -> 2023-08-21 23:55:00,118.00
823,2023-08-22 00:00:00 -> 2023-08-22 23:55:00,119.00
824,2023-08-23 00:00:00 -> 2023-08-23 23:55:00,118.00
825,2023-08-24 00:00:00 -> 2023-08-24 23:55:00,118.00
826,2023-08-25 00:00:00 -> 2023-08-25 23:55:00,117.00
827,2023-08-26 00:00:00 -> 2023-08-26 23:55:00,120.00
828,2023-08-27 00:00:00 -> 2023-08-27 23:55:00,112.00
829,2023-08-28 00:00:00 -> 2023-08-28 23:55:00,88.00
830,2023-08-29 00:00:00 -> 2023-08-29 23:55:00,16.00
831,2023-08-30 00:00:00 -> 2023-08-30 23:55:00,92.00
832,2023-08-31 00:00:00 -> 2023-08-31 23:55:00,113.00
833,2023-09-01 00:00:00 -> 2023-09-01 23:55:00,115.00
834,2023-09-02 00:00:00 -> 2023-09-02 23:55:00,116.00
835,2023-09-03 00:00:00 -> 2023-09-03 23:55:00,116.00
836,2023-09-04 00:00:00 -> 2023-09-04 23:55:00,111.00
837,2023-09-05 00:00:00 -> 2023-09-05 23:55:00,118.00
838,2023-09-06 00:00:00 -> 2023-09-06 23:55:00,114.00
839,2023-09-07 00:00:00 -> 2023-09-07 23:55:00,112.00
840,2023-09-08 00:00:00 -> 2023-09-08 23:55:00,109.00
841,2023-09-09 00:00:00 -> 2023-09-09 23:55:00,107.00
842,2023-09-10 00:00:00 -> 2023-09-10 23:55:00,109.00
843,2023-09-11 00:00:00 -> 2023-09-11 23:55:00,109.00
844,2023-09-12 00:00:00 -> 2023-09-12 23:55:00,109.00
845,2023-09-13 00:00:00 -> 2023-09-13 23:55:00,77.00
846,2023-09-14 00:00:00 -> 2023-09-14 23:55:00,81.00
847,2023-09-15 00:00:00 -> 2023-09-15 23:55:00,92.00
848,2023-09-16 00:00:00 -> 2023-09-16 23:55:00,62.00
849,2023-09-17 00:00:00 -> 2023-09-17 23:55:00,83.00
850,2023-09-18 00:00:00 -> 2023-09-18 23:55:00,71.00
851,2023-09-19 00:00:00 -> 2023-09-19 23:55:00,88.00
852,2023-09-20 00:00:00 -> 2023-09-20 23:55:00,45.00
853,2023-09-21 00:00:00 -> 2023-09-21 23:55:00,53.00
854,2023-09-22 00:00:00 -> 2023-09-22 23:55:00,56.00
855,2023-09-23 00:00:00 -> 2023-09-23 23:55:00,78.00
856,2023-09-24 00:00:00 -> 2023-09-24 23:55:00,94.00
857,2023-09-25 00:00:00 -> 2023-09-25 23:55:00,91.00
858,2023-09-26 00:00:00 -> 2023-09-26 23:55:00,92.00
859,2023-09-27 00:00:00 -> 2023-09-27 23:55:00,56.00
860,2023-09-28 00:00:00 -> 2023-09-28 23:55:00,87.00
861,2023-09-29 00:00:00 -> 2023-09-29 23:55:00,90.00
862,2023-09-30 00:00:00 -> 2023-09-30 23:55:00,90.00
863,2023-10-01 00:00:00 -> 2023-10-01 23:55:00,84.00
864,2023-10-02 00:00:00 -> 2023-10-02 23:55:00,87.00
865,2023-10-03 00:00:00 -> 2023-10-03 23:55:00,86.00
866,2023-10-04 00:00:00 -> 2023-10-04 23:55:00,85.00
867,2023-10-05 00:00:00 -> 2023-10-05 23:55:00,60.00
868,2023-10-06 00:00:00 -> 2023-10-06 23:55:00,82.00
869,2023-10-07 00:00:00 -> 2023-10-07 23:55:00,79.00
870,2023-10-08 00:00:00 -> 2023-10-08 23:55:00,80.00
871,2023-10-09 00:00:00 -> 2023-10-09 23:55:00,77.00
872,2023-10-10 00:00:00 -> 2023-10-10 23:55:00,78.00
873,2023-10-11 00:00:00 -> 2023-10-11 23:55:00,77.00
874,2023-10-12 00:00:00 -> 2023-10-12 23:55:00,77.00
875,2023-10-13 00:00:00 -> 2023-10-13 23:55:00,71.00
876,2023-10-14 00:00:00 -> 2023-10-14 23:55:00,0.00
877,2023-10-15 00:00:00 -> 2023-10-15 23:55:00,0.00
878,2023-10-16 00:00:00 -> 2023-10-16 23:55:00,30.00
879,2023-10-17 00:00:00 -> 2023-10-17 23:55:00,74.00
880,2023-10-18 00:00:00 -> 2023-10-18 23:55:00,36.00
881,2023-10-19 00:00:00 -> 2023-10-19 23:55:00,53.00
882,2023-10-20 00:00:00 -> 2023-10-20 23:55:00,29.00
883,2023-10-21 00:00:00 -> 2023-10-21 23:55:00,39.00
884,2023-10-22 00:00:00 -> 2023-10-22 23:55:00,61.00
885,2023-10-23 00:00:00 -> 2023-10-23 23:55:00,61.00
886,2023-10-24 00:00:00 -> 2023-10-24 23:55:00,29.00
887,2023-10-25 00:00:00 -> 2023-10-25 23:55:00,47.00
888,2023-10-26 00:00:00 -> 2023-10-26 23:55:00,53.00
889,2023-10-27 00:00:00 -> 2023-10-27 23:55:00,37.00
890,2023-10-28 00:00:00 -> 2023-10-28 23:55:00,50.00
891,2023-10-29 00:00:00 -> 2023-10-29 23:55:00,63.00
892,2023-10-30 00:00:00 -> 2023-10-30 23:55:00,50.00
893,2023-10-31 00:00:00 -> 2023-10-31 23:55:00,44.00
894,2023-11-01 00:00:00 -> 2023-11-01 23:55:00,23.00
895,2023-11-02 00:00:00 -> 2023-11-02 23:55:00,37.00
896,2023-11-03 00:00:00 -> 2023-11-03 23:55:00,43.00
897,2023-11-04 00:00:00 -> 2023-11-04 23:55:00,52.00
898,2023-11-05 00:00:00 -> 2023-11-05 23:55:00,44.00
899,2023-11-06 00:00:00 -> 2023-11-06 23:55:00,51.00
900,2023-11-07 00:00:00 -> 2023-11-07 23:55:00,9.00
901,2023-11-08 00:00:00 -> 2023-11-08 23:55:00,59.00
902,2023-11-09 00:00:00 -> 2023-11-09 23:55:00,47.00
903,2023-11-10 00:00:00 -> 2023-11-10 23:55:00,31.00
904,2023-11-11 00:00:00 -> 2023-11-11 23:55:00,52.00
905,2023-11-12 00:00:00 -> 2023-11-12 23:55:00,25.00
