ID,Date,D_kilowatt_cons
381,2022-01-16,129.0
382,2022-01-17,250.54999999999927
383,2022-01-18,249.45000000000073
384,2022-01-19,233.0
385,2022-01-20,253.54999999999927
386,2022-01-21,214.45000000000073
387,2022-01-22,133.0
388,2022-01-23,131.98999999999796
389,2022-01-24,256.0
390,2022-01-25,248.0
391,2022-01-26,232.5600000000013
392,2022-01-27,241.0
393,2022-01-28,257.0
394,2022-01-29,136.0
395,2022-01-30,137.0
396,2022-01-31,336.4399999999987
397,2022-02-01,220.0
398,2022-02-02,217.5600000000013
399,2022-02-03,207.0
400,2022-02-04,264.0
401,2022-02-05,140.0
402,2022-02-06,135.0
403,2022-02-07,205.41999999999825
404,2022-02-08,205.58000000000175
405,2022-02-09,206.0
406,2022-02-10,203.40999999999985
407,2022-02-11,213.59000000000015
408,2022-02-12,136.0
409,2022-02-13,142.40999999999985
410,2022-02-14,244.9900000000016
411,2022-02-15,219.59999999999854
412,2022-02-16,195.40000000000146
413,2022-02-17,197.0
414,2022-02-18,225.0
415,2022-02-19,129.0
416,2022-02-20,133.59999999999854
417,2022-02-21,189.40000000000146
418,2022-02-22,158.0
419,2022-02-23,159.0
420,2022-02-24,164.59999999999854
421,2022-02-25,184.0
422,2022-02-26,143.0
423,2022-02-27,133.38999999999942
424,2022-02-28,181.0
425,2022-03-01,189.61000000000058
426,2022-03-02,178.0
427,2022-03-03,230.3799999999992
428,2022-03-04,231.6200000000008
429,2022-03-05,134.0
430,2022-03-06,134.3700000000008
431,2022-03-07,207.0
432,2022-03-08,183.0
433,2022-03-09,165.98999999999978
434,2022-03-10,166.0
435,2022-03-11,181.63999999999942
436,2022-03-12,130.3099999999995
437,2022-03-13,132.0
438,2022-03-14,161.6900000000005
439,2022-03-15,166.28000000000065
440,2022-03-16,156.0
441,2022-03-17,164.0
442,2022-03-18,177.98999999999978
443,2022-03-19,122.72999999999956
444,2022-03-20,134.0
445,2022-03-21,146.27000000000044
446,2022-03-22,151.72999999999956
447,2022-03-23,149.0
448,2022-03-24,135.27000000000044
449,2022-03-25,135.72999999999956
450,2022-03-26,129.26000000000022
451,2022-03-27,127.0
452,2022-03-28,155.0
453,2022-03-29,148.73999999999978
454,2022-03-30,242.26000000000022
455,2022-03-31,212.98999999999978
456,2022-04-01,195.0
457,2022-04-02,141.0
458,2022-04-03,129.0
459,2022-04-04,202.75
460,2022-04-05,154.25
461,2022-04-06,216.0
462,2022-04-07,158.0
463,2022-04-08,159.0
464,2022-04-09,128.0
465,2022-04-10,143.0
466,2022-04-11,148.0
467,2022-04-12,140.0
468,2022-04-13,137.0
469,2022-04-14,130.75
470,2022-04-15,126.0
471,2022-04-16,136.0
472,2022-04-17,130.25
473,2022-04-18,135.75
474,2022-04-19,121.0
475,2022-04-20,122.0
476,2022-04-21,153.0
477,2022-04-22,147.22000000000025
478,2022-04-23,132.77999999999975
479,2022-04-24,146.0
480,2022-04-25,131.17000000000007
481,2022-04-26,124.82999999999993
482,2022-04-27,121.0
483,2022-04-28,121.0
484,2022-04-29,124.14000000000033
485,2022-04-30,136.85999999999967
486,2022-05-01,119.0
487,2022-05-02,129.14000000000033
488,2022-05-03,114.85999999999967
489,2022-05-04,135.0
490,2022-05-05,166.14000000000033
491,2022-05-06,162.85999999999967
492,2022-05-07,115.0
493,2022-05-08,116.0
494,2022-05-09,112.13000000000011
495,2022-05-10,114.86999999999989
496,2022-05-11,119.11999999999989
497,2022-05-12,115.88000000000011
498,2022-05-13,121.0
499,2022-05-14,129.10999999999967
500,2022-05-15,128.9900000000007
501,2022-05-16,124.89999999999964
502,2022-05-17,125.0
503,2022-05-18,122.0
504,2022-05-19,122.0
505,2022-05-20,110.86999999999989
506,2022-05-21,130.1300000000001
507,2022-05-22,129.85999999999967
508,2022-05-23,130.9900000000007
509,2022-05-24,119.99999999999955
510,2022-05-25,162.1500000000001
511,2022-05-26,166.0
512,2022-05-27,178.8499999999999
513,2022-05-28,126.15000000000009
514,2022-05-29,129.8499999999999
515,2022-05-30,142.1500000000001
516,2022-05-31,174.8499999999999
517,2022-06-01,155.1500000000001
518,2022-06-02,147.0
519,2022-06-03,154.8499999999999
520,2022-06-04,140.0
521,2022-06-05,152.1500000000001
522,2022-06-06,201.0
523,2022-06-07,191.83999999999992
524,2022-06-08,211.0
525,2022-06-09,209.0
526,2022-06-10,133.16000000000008
527,2022-06-11,165.0
528,2022-06-12,211.84000000000003
529,2022-06-13,216.15999999999997
530,2022-06-14,168.82999999999998
531,2022-06-15,223.0
532,2022-06-16,165.0
533,2022-06-17,220.13
534,2022-06-18,110.37000000000002
535,2022-06-19,111.99999999999997
536,2022-06-20,203.00000000000006
537,2022-06-21,225.0
538,2022-06-22,220.66999999999996
539,2022-06-23,257.3299999999999
540,2022-06-24,263.99
541,2022-06-25,128.68000000000006
542,2022-06-26,117.30999999999995
543,2022-06-27,280.0
544,2022-06-28,262.99000000000024
545,2022-06-29,119.0
546,2022-06-30,227.98999999999978
547,2022-07-01,191.71000000000004
548,2022-07-02,114.2800000000002
549,2022-07-03,127.98999999999978
550,2022-07-04,307.0
551,2022-07-05,296.0
552,2022-07-06,256.0
553,2022-07-07,262.00000000000045
554,2022-07-08,162.0
555,2022-07-09,114.0
556,2022-07-10,118.0
557,2022-07-11,227.97999999999956
558,2022-07-12,219.75
559,2022-07-13,212.23999999999978
560,2022-07-14,249.76000000000022
561,2022-07-15,232.23999999999978
562,2022-07-16,115.76000000000022
563,2022-07-17,170.0
564,2022-07-18,279.22999999999956
565,2022-07-19,292.77000000000044
566,2022-07-20,270.21000000000004
567,2022-07-21,262.78999999999996
568,2022-07-22,273.1999999999998
569,2022-07-23,121.0
570,2022-07-24,119.98000000000047
571,2022-07-25,329.9899999999998
572,2022-07-26,331.97999999999956
573,2022-07-27,285.9899999999998
574,2022-07-28,338.0
575,2022-07-29,272.0
576,2022-07-30,126.86000000000058
577,2022-07-31,121.13999999999942
578,2022-08-01,280.0
579,2022-08-02,263.0
580,2022-08-03,269.0
581,2022-08-04,255.0
582,2022-08-05,199.98999999999978
583,2022-08-06,123.8700000000008
584,2022-08-07,120.1299999999992
585,2022-08-08,146.9900000000016
586,2022-08-09,184.8799999999992
587,2022-08-10,129.1200000000008
588,2022-08-11,130.0
589,2022-08-12,143.0
590,2022-08-13,134.0
591,2022-08-14,118.98999999999978
592,2022-08-15,126.0
593,2022-08-16,127.0
594,2022-08-17,131.0
595,2022-08-18,173.0
596,2022-08-19,174.0
597,2022-08-20,137.0
598,2022-08-21,133.88999999999942
599,2022-08-22,141.10000000000036
600,2022-08-23,169.0
601,2022-08-24,137.0
602,2022-08-25,146.89999999999964
603,2022-08-26,145.09000000000015
604,2022-08-27,134.0
605,2022-08-28,132.0
606,2022-08-29,230.90999999999985
607,2022-08-30,257.0
608,2022-08-31,207.09000000000015
609,2022-09-01,247.0
610,2022-09-02,209.0
611,2022-09-03,153.90999999999985
612,2022-09-04,154.09000000000015
613,2022-09-05,267.90999999999985
614,2022-09-06,243.0
615,2022-09-07,253.07999999999993
616,2022-09-08,273.0000000000018
617,2022-09-09,249.91999999999825
618,2022-09-10,128.0
619,2022-09-11,128.0
620,2022-09-12,234.08000000000175
621,2022-09-13,242.91999999999825
622,2022-09-14,242.0
623,2022-09-15,277.08000000000175
624,2022-09-16,229.0
625,2022-09-17,137.0
626,2022-09-18,128.98999999999796
627,2022-09-19,185.0
628,2022-09-20,179.0
629,2022-09-21,146.9900000000016
630,2022-09-22,155.9399999999987
631,2022-09-23,139.04999999999927
632,2022-09-24,150.9900000000016
633,2022-09-25,161.0
634,2022-09-26,192.98999999999796
635,2022-09-27,166.0
636,2022-09-28,162.0
637,2022-09-29,171.0
638,2022-09-30,169.97999999999956
639,2022-10-01,145.9800000000032
640,2022-10-02,140.0
641,2022-10-03,181.0
642,2022-10-04,190.97999999999956
643,2022-10-05,169.02999999999884
644,2022-10-06,167.95000000000073
645,2022-10-07,157.98999999999796
646,2022-10-08,141.0
647,2022-10-09,144.0
648,2022-10-10,159.0
649,2022-10-11,177.0600000000013
650,2022-10-12,180.9399999999987
651,2022-10-13,195.0600000000013
652,2022-10-14,149.0
653,2022-10-15,139.91999999999825
654,2022-10-16,144.08000000000175
655,2022-10-17,166.0
656,2022-10-18,180.90000000000146
657,2022-10-19,170.09999999999854
658,2022-10-20,165.90000000000146
659,2022-10-21,171.09999999999854
660,2022-10-22,154.90000000000146
661,2022-10-23,150.98999999999796
662,2022-10-24,176.0
663,2022-10-25,179.9900000000016
